paper_id,section2_anchor,resolution_defensibility_label,snr_plane_label,rule_applied,markdown_path,extraction_json_path
O_ISAC_098,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_098\O_ISAC_098\O_ISAC_098.md,data/extraction_results_v4/extraction_v4_unified.json[96]
O_ISAC_099,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_099\O_ISAC_099\O_ISAC_099.md,data/extraction_results_v4/extraction_v4_unified.json[97]
O_ISAC_100,II-D,AMBIGUOUS,ESNR_PLANE,RES_COOC|ESNR_TEXT|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_100\O_ISAC_100\O_ISAC_100.md,data/extraction_results_v4/extraction_v4_unified.json[98]
O_ISAC_101,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_101\O_ISAC_101\O_ISAC_101.md,data/extraction_results_v4/extraction_v4_unified.json[99]
O_ISAC_102,II-A,AMBIGUOUS,AMBIGUOUS,SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_102\O_ISAC_102\O_ISAC_102.md,data/extraction_results_v4/extraction_v4_unified.json[100]
O_ISAC_103,II-UNK,AMBIGUOUS,AMBIGUOUS,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_103\O_ISAC_103\O_ISAC_103.md,data/extraction_results_v4/extraction_v4_unified.json[101]
O_ISAC_104,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_104\O_ISAC_104\O_ISAC_104.md,data/extraction_results_v4/extraction_v4_unified.json[102]
O_ISAC_105,II-D,AMBIGUOUS,AMBIGUOUS,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_105\O_ISAC_105\O_ISAC_105.md,data/extraction_results_v4/extraction_v4_unified.json[103]
O_ISAC_106,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_106\O_ISAC_106\O_ISAC_106.md,data/extraction_results_v4/extraction_v4_unified.json[104]
O_ISAC_107,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_107\O_ISAC_107\O_ISAC_107.md,data/extraction_results_v4/extraction_v4_unified.json[105]
O_ISAC_108,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_108\O_ISAC_108\O_ISAC_108.md,data/extraction_results_v4/extraction_v4_unified.json[106]
O_ISAC_109,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_109\O_ISAC_109\O_ISAC_109.md,data/extraction_results_v4/extraction_v4_unified.json[107]
