paper_id,section2_anchor,resolution_defensibility_label,snr_plane_label,rule_applied,markdown_path,extraction_json_path
O_ISAC_073,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_073\O_ISAC_073.md,data/extraction_results_v4/extraction_v4_unified.json[72]
O_ISAC_074,II-D,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md,data/extraction_results_v4/extraction_v4_unified.json[73]
O_ISAC_075,II-D,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md,data/extraction_results_v4/extraction_v4_unified.json[74]
O_ISAC_076,II-D,AMBIGUOUS,OSNR_PLANE,RES_COOC|OSNR_TEXT|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_076\O_ISAC_076.md,data/extraction_results_v4/extraction_v4_unified.json[75]
O_ISAC_077,II-D,AMBIGUOUS,AMBIGUOUS,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_077\O_ISAC_077.md,data/extraction_results_v4/extraction_v4_unified.json[76]
O_ISAC_078,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_078\O_ISAC_078.md,data/extraction_results_v4/extraction_v4_unified.json[77]
O_ISAC_079,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_079\O_ISAC_079.md,data/extraction_results_v4/extraction_v4_unified.json[78]
O_ISAC_080,II-D,AMBIGUOUS,OSNR_PLANE,OSNR_TEXT|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md,data/extraction_results_v4/extraction_v4_unified.json[79]
O_ISAC_081,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_081\O_ISAC_081.md,data/extraction_results_v4/extraction_v4_unified.json[80]
O_ISAC_082,II-UNK,AMBIGUOUS,AMBIGUOUS,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md,data/extraction_results_v4/extraction_v4_unified.json[81]
O_ISAC_083,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_083\O_ISAC_083.md,data/extraction_results_v4/extraction_v4_unified.json[82]
O_ISAC_084,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_084\O_ISAC_084.md,data/extraction_results_v4/extraction_v4_unified.json[83]
